id,question,expected,type,context,model_a,model_a_answer,model_a_latency_sec,model_a_hallucinated,model_a_correct,model_a_refusal_correct,model_a_judge_reason,model_b,model_b_answer,model_b_latency_sec,model_b_hallucinated,model_b_correct,model_b_refusal_correct,model_b_judge_reason,model_b_error_type
Q25,What is the maximum number of Annual Leave days allowed in a single request?,Not explicitly specified in the supplied policy context.,unsupported,"[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive

[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned

[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the",openai/gpt-oss-20b,The provided policy context does not contain enough information to answer that question.,0.8153,False,True,True,Unsupported case: the policy context does not provide the requested information.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,5.8219,False,True,True,Unsupported case: abstention is required.,
Q26,Can I combine Annual Leave with Work From Home days?,Not provided in the supplied policy context.,unsupported,"[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive

[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned

[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.",openai/gpt-oss-20b,The provided policy context does not contain enough information to answer that question.,0.6686,False,True,True,Unsupported case: the policy context does not provide the requested information.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,6.7127,False,True,True,Unsupported case: abstention is required.,
Q27,What is the carry-forward limit for compensatory off?,Not provided in the supplied policy context.,unsupported,"[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the

[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.

[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned",openai/gpt-oss-20b,The provided policy context does not contain enough information to answer that question.,0.6304,False,True,True,Unsupported case: the policy context does not provide the requested information.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,7.0933,False,True,True,Unsupported case: abstention is required.,
Q28,How many bereavement leave days are available after the loss of a parent?,Not provided in the supplied policy context.,unsupported,"[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned

[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the

[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive",openai/gpt-oss-20b,The provided policy context does not contain enough information to answer that question.,0.5423,False,True,True,Unsupported case: the policy context does not provide the requested information.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,5.8982,False,True,True,Unsupported case: abstention is required.,
Q29,Can Annual Leave be encashed at the end of the year?,Not provided in the supplied policy context.,unsupported,"[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the

[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.

[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive",openai/gpt-oss-20b,The policy does not provide for encashing Annual Leave at the end of the year.,0.663,False,True,True,Unsupported case: the policy context does not provide the requested information.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,7.7302,False,True,True,Unsupported case: abstention is required.,
Q30,Does the company provide extra leave for working on a public holiday?,Not provided in the supplied policy context.,unsupported,"[Holiday Calendar]
Company Holiday Calendar 2026 The company observes the following public holidays in 2026, in addition to the standard Saturday and Sunday weekend. These dates are excluded automatically when calculating working days for any leave request, so employees are not charged leave balance for a holiday that falls inside their requested date range. January 1 (New Year's Day) January 26 (Republic Day) August 15 (Independence Day) October 2 (Gandhi Jayanti) December 25 (Christmas Day) If a public holiday falls on a weekend, no separate replacement weekday is granted, since the holiday calendar is set at the start of the year with weekends already taken into account. Employees in locations with additional regional or festival holidays should refer to their department's location-specific

[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive

[Holiday Calendar]
weekends already taken into account. Employees in locations with additional regional or festival holidays should refer to their department's location-specific calendar, published separately by HR, in addition to this company-wide list.",openai/gpt-oss-20b,"No. The policy states that public holidays are automatically excluded from leave calculations, so employees are not charged leave for a holiday that falls within a requested period. It does not provide any additional leave for working on a public holiday.",0.6684,False,True,True,Unsupported case: the policy context does not provide the requested information.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,4.5317,False,True,True,Unsupported case: abstention is required.,
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,No. More than 2 consecutive working days requires advance manager approval; the policy specifically states no more than 2 without advance approval.,partial_support,"[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned

[Approval Escalation]
Leave Approval and Escalation Procedure Every leave request starts in Pending status once submitted and is not deducted from the employee's balance until it is approved. Only an employee's direct manager can approve or reject a Pending leave request. Standard approval turnaround: managers are expected to approve or reject a leave request within 2 working days of it being submitted. Sick Leave requests should be actioned the same working day where possible, since they are often applied for on short notice. Escalation: if a leave request remains Pending for more than 3 working days without a manager response, the employee should escalate to HR directly, who can reassign the approval to a secondary approver (typically the manager's own manager). Escalated

[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive",openai/gpt-oss-20b,"No. Casual Leave cannot be taken for more than 2 consecutive working days without manager approval in advance, so a 3‑day block would require your manager’s approval.",0.8865,False,True,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.,qwen/qwen3.8-27b,"No, you cannot take 3 consecutive Casual Leave days without manager approval. The policy states that Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance.",6.9193,False,False,False,Three consecutive Casual Leave working days require advance manager approval.,factual_error
Q32,"For 3 Sick Leave days, give me the exact type of doctor whose certificate HR requires.","The policy states when the certificate should be shared, but it does not specify a doctor type.",partial_support,"[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned

[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive

[Approval Escalation]
Leave Approval and Escalation Procedure Every leave request starts in Pending status once submitted and is not deducted from the employee's balance until it is approved. Only an employee's direct manager can approve or reject a Pending leave request. Standard approval turnaround: managers are expected to approve or reject a leave request within 2 working days of it being submitted. Sick Leave requests should be actioned the same working day where possible, since they are often applied for on short notice. Escalation: if a leave request remains Pending for more than 3 working days without a manager response, the employee should escalate to HR directly, who can reassign the approval to a secondary approver (typically the manager's own manager). Escalated",openai/gpt-oss-20b,The provided policy context does not contain enough information to answer that question.,0.8599,False,True,True,"The policy specifies certificate timing, but not a doctor type.",qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,6.7724,False,True,True,Doctor type is not specified; the policy only specifies certificate timing.,
Q33,"Annual Leave carried from 2025 can be used until March 31, 2027, correct?","No. Under the policy, carried-forward Annual Leave must be used by March 31 of the following year; leave carried from 2025 would therefore be usable through March 31, 2026, not 2027.",partial_support,"[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the

[Holiday Calendar]
Company Holiday Calendar 2026 The company observes the following public holidays in 2026, in addition to the standard Saturday and Sunday weekend. These dates are excluded automatically when calculating working days for any leave request, so employees are not charged leave balance for a holiday that falls inside their requested date range. January 1 (New Year's Day) January 26 (Republic Day) August 15 (Independence Day) October 2 (Gandhi Jayanti) December 25 (Christmas Day) If a public holiday falls on a weekend, no separate replacement weekday is granted, since the holiday calendar is set at the start of the year with weekends already taken into account. Employees in locations with additional regional or festival holidays should refer to their department's location-specific

[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.",openai/gpt-oss-20b,"No. Annual Leave carried forward from 2025 must be used by March 31, 2026; it cannot be carried into 2027.",0.8619,False,True,False,"Carried-forward Annual Leave from 2025 follows the stated March 31 of the following-year deadline (March 31, 2026).",qwen/qwen3.8-27b,"No, that is incorrect. According to the policy, carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, meaning leave carried from 2025 must be used by March 31, 2026.",7.2316,False,True,False,"Carried-forward Annual Leave from 2025 is due by March 31, 2026 under the following-year rule.",
Q34,"Because Saturdays and Sundays are weekends, every public holiday is always automatically excluded from every leave calculation.",The supplied context says holidays are excluded from leave-day calculations; do not add broader rules beyond that wording.,partial_support,"[Holiday Calendar]
Company Holiday Calendar 2026 The company observes the following public holidays in 2026, in addition to the standard Saturday and Sunday weekend. These dates are excluded automatically when calculating working days for any leave request, so employees are not charged leave balance for a holiday that falls inside their requested date range. January 1 (New Year's Day) January 26 (Republic Day) August 15 (Independence Day) October 2 (Gandhi Jayanti) December 25 (Christmas Day) If a public holiday falls on a weekend, no separate replacement weekday is granted, since the holiday calendar is set at the start of the year with weekends already taken into account. Employees in locations with additional regional or festival holidays should refer to their department's location-specific

[Holiday Calendar]
weekends already taken into account. Employees in locations with additional regional or festival holidays should refer to their department's location-specific calendar, published separately by HR, in addition to this company-wide list.

[Leave Types And Eligibility]
employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned for. All leave requests are validated against the employee's current leave balance at the time of application, and again at the time of manager approval, since the balance may have changed between the two.",openai/gpt-oss-20b,"Yes. The policy states that all company‑wide public holidays are automatically excluded when calculating working days for any leave request, and if a holiday falls on a weekend no replacement weekday is granted.",0.9828,False,True,False,Listed/company-wide public holidays are excluded from leave-day calculations; regional calendars are handled separately.,qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,4.2709,False,False,False,Listed/company-wide public holidays are excluded from working-day calculations; regional holidays use location-specific calendars.,unnecessary_refusal
Q35,"Who is the manager that approves my leave, and what is their response-time SLA?","The employee's direct manager approves or rejects the request, and managers are expected to act within 2 working days of submission.",partial_support,"[Approval Escalation]
Leave Approval and Escalation Procedure Every leave request starts in Pending status once submitted and is not deducted from the employee's balance until it is approved. Only an employee's direct manager can approve or reject a Pending leave request. Standard approval turnaround: managers are expected to approve or reject a leave request within 2 working days of it being submitted. Sick Leave requests should be actioned the same working day where possible, since they are often applied for on short notice. Escalation: if a leave request remains Pending for more than 3 working days without a manager response, the employee should escalate to HR directly, who can reassign the approval to a secondary approver (typically the manager's own manager). Escalated

[Approval Escalation]
should escalate to HR directly, who can reassign the approval to a secondary approver (typically the manager's own manager). Escalated requests are prioritized for same-day review by HR. Cancellation: an employee may cancel their own leave request at any time before its end date, whether it is still Pending or already Approved. If the leave had already been Approved (and therefore already deducted from the balance), cancelling it refunds the balance in full. Cancelling a Pending request does not require manager involvement, since nothing was deducted yet. Rejected requests do not affect the employee's leave balance, since balance is only deducted at the point of approval, not at the point of application.

[Leave Types And Eligibility]
employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned for. All leave requests are validated against the employee's current leave balance at the time of application, and again at the time of manager approval, since the balance may have changed between the two.",openai/gpt-oss-20b,"Your leave is approved by your direct manager. Managers are expected to approve or reject a request within **2 working days** of submission (and for sick leave, they should act on the same working day if possible).",0.6625,False,True,False,The direct manager approves/rejects the request and is expected to act within 2 working days.,qwen/qwen3.8-27b,"Your direct manager is the only person who can approve or reject your leave request. The standard response-time SLA is 2 working days, though Sick Leave requests should be actioned the same working day where possible.",5.7106,False,True,False,The direct manager approves/rejects the request and is expected to act within 2 working days.,
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",No Annual Leave eligibility yet; the policy requires 90 days of employment.,contradiction,"[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive

[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned

[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.",openai/gpt-oss-20b,You are not yet eligible for Annual Leave. Eligibility for Annual Leave begins,0.885,False,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold.",qwen/qwen3.8-27b,The provided policy context does not contain enough information to answer that question.,7.4018,False,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold.",unnecessary_refusal
Q37,"I have 6 unused Annual Leave days. Since 6 can be carried forward, are they all valid until March 31?",Only up to 5 unused Annual Leave days can be carried forward.,contradiction,"[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the

[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.

[Leave Types And Eligibility]
Leave Types and Eligibility The company offers three types of leave to all confirmed, full-time employees: Annual Leave, Sick Leave, and Casual Leave. Annual Leave: Every employee is entitled to 20 Annual Leave days per calendar year. Annual Leave should be planned in advance and requested at least 5 working days before the intended start date wherever possible, so managers can plan for coverage. Annual Leave can be taken in blocks of one or more working days. Sick Leave: Every employee is entitled to 10 Sick Leave days per calendar year. Sick Leave can be applied for on the same day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive",openai/gpt-oss-20b,Only 5 of your unused Annual Leave days can be carried forward. Those 5 must be used by March 31 of the following year; the 6th day is forfeited and cannot be carried forward.,0.8159,False,True,False,Only up to 5 unused Annual Leave days carry forward; the excess sixth day is forfeited.,qwen/qwen3.8-27b,"No, not all 6 days are valid. The policy allows a maximum of 5 unused Annual Leave days to be carried forward, so the 6th day is forfeited. The 5 carried-forward days must be used by March 31 of the following year.",7.7656,False,True,False,Only up to 5 unused Annual Leave days can be carried forward; the sixth is forfeited.,
Q38,"I used 2 Casual Leave days already, so I still have 5 left because Casual Leave resets independently. Is that right?",The policy provides 5 Casual Leave days per calendar year; it does not support a separate reset that restores used days during the year.,contradiction,"[Carry Forward Rules]
Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the start of each calendar year. Employees who join partway through the calendar year receive a pro-rated Annual Leave and Casual Leave balance based on their remaining months in that year, rounded to the nearest whole day. Sick Leave is granted in full regardless of joining date. Employees leaving the company are paid out for any unused, carried-forward Annual Leave balance as part of their final settlement. Unused Sick Leave and Casual Leave are not paid out on exit, since they do not carry forward.

[Carry Forward Rules]
Leave Carry-Forward Rules Unused Annual Leave: Up to 5 unused Annual Leave days may be carried forward into the next calendar year. Any Annual Leave balance beyond 5 days that remains unused at the end of the calendar year is forfeited and does not carry forward. Carried-forward Annual Leave must be used within the first 3 months (by March 31) of the following year, after which it is forfeited. Unused Sick Leave: Sick Leave does not carry forward. Any unused Sick Leave balance is reset to the standard 10 days at the start of each calendar year. Unused Casual Leave: Casual Leave does not carry forward. Any unused Casual Leave balance is reset to the standard 5 days at the

[Leave Types And Eligibility]
day it is needed and does not require 5 days' advance notice. For Sick Leave of 3 or more consecutive working days, a medical certificate should be shared with HR within 3 working days of returning to work. Casual Leave: Every employee is entitled to 5 Casual Leave days per calendar year, intended for short personal matters that come up with little notice. Casual Leave cannot be taken for more than 2 consecutive working days at a time without manager approval in advance. Eligibility: New employees become eligible to apply for Annual and Casual Leave after completing 90 days of employment (their probation period). Sick Leave is available from an employee's first working day, since it cannot reasonably be planned",openai/gpt-oss-20b,"No. After using 2 of your 5 annual‑year Casual Leave days, you have 3 days remaining for the current calendar year. Casual Leave is reset to 5 days only at the start of a new calendar year, not after each use.",0.7748,False,True,False,Using 2 of 5 Casual Leave days leaves 3; the balance resets only at the start of the next calendar year.,qwen/qwen3.8-27b,"Yes, that is correct. Casual Leave does not carry forward and is reset to the standard 5 days at the start of each calendar year, so your remaining balance is 3 days (5 total minus 2 used).",4.031,False,False,False,Using 2 of 5 Casual Leave days leaves 3; reset occurs at the next calendar year.,factual_error
