question_id,question,type,model,config_name,temperature,max_tokens,top_p,answer,latency_sec,correct,hallucinated,refusal_correct,reason
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,Yes. You may carry forward up to 5 unused Annual Leave days into the next calendar year. Those carried‑forward days must be used by March 31 of the following year.,2.3838,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,"No. According to the policy, new employees can apply for Annual Leave only after completing 90 days of employment (their probation period).",1.4781,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,Sick Leave is available,1.0233,False,False,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,Your premise is incorrect. Only up to,1.5217,False,False,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,The policy information you provided does not include any details about maternity leave.,1.083,False,True,False,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,"The policy does not specify whether employees may work from home while on Sick Leave, so that information is not provided.",1.4811,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,No. Casual Leave cannot be taken for more than 2 consecutive working days without manager approval in advance,1.5391,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,,3.4847,False,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,"No. The policy states that Annual Leave should be requested at least 5 working days before the intended start date wherever possible, so a",5.916,False,False,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,Your yearly allowance for the regular Annual Leave bucket is 20 days per calendar year.,1.3536,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,The annual quota for Casual Leave is 5 days per calendar year.,9.8163,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"No, you do not become eligible for Annual Leave immediately. New employees must complete 90 days of employment (their probation period) before they are eligible to apply for Annual Leave.",1.6812,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"Yes, you can carry forward unused Annual Leave, but only up to a maximum of 5 days. Any balance beyond 5 days is forfeited at the end of the calendar year, and the carried-forward days must be used by March 31 of the following year.",1.1229,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"No, that is incorrect. New employees become eligible to apply for Annual Leave only after completing 90 days of employment (their probation period).",1.1421,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"The premise that Sick Leave is not available during probation is incorrect. According to the policy, Sick Leave is available from an employee's first working day.",1.9268,False,True,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"The premise that Annual Leave can be carried forward without a cap is incorrect; only up to 5 unused days may be carried forward, and any balance beyond that is forfeited. To use these carried-forward days, you must take them within the first 3 months of the following year, specifically by March 31, after which they are also forfeited.",1.0855,False,True,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,The provided policy context does not contain information regarding maternity leave entitlements.,1.268,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,The provided policy context does not contain information regarding whether employees are allowed to work from home while on Sick Leave.,4.0653,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"No, you cannot take 3 consecutive Casual Leave days without manager approval. The policy states that Casual Leave cannot be taken for more than 2 consecutive working days at a time without advance manager approval.",1.4876,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"You are not yet eligible for Annual Leave, as new employees must complete 90 days of employment to become eligible. Since you have only been employed for 45 days, you cannot take Annual Leave at this time.",1.1213,True,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,qwen/qwen3.8-27b,top_p_08,0.0,120,0.8,"No, that is incorrect. The policy states that Annual Leave should be requested at least 5 working days before the intended start date, so a request submitted only 2 working days in advance does not meet the preferred notice period.",3.7329,False,True,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,You are entitled to 20 Annual Leave days per calendar year.,1.2978,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,The annual quota for Casual Leave is 5 days per calendar year.,1.0098,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,No. New employees only become eligible to apply for Annual Leave after completing 90 days of employment (the probation period).,1.6659,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,"Yes. You may carry forward up to 5 unused Annual Leave days into the next calendar year, and those days must be used by March 31 of that year",0.7451,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,"No. According to the policy, new employees can apply for Annual",2.0942,False,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,Sick Leave is available from an employee,1.6693,False,False,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,,10.8017,False,False,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,The policy information you provided does not include any details about maternity leave.,17.9049,False,True,False,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,"The policy does not specify whether employees may work from home while on Sick Leave, so that information is not provided.",4.8491,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,No. Casual Leave cannot be taken for more than 2 consecutive working days without manager approval in advance,7.7244,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,,1.333,False,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,openai/gpt-oss-20b,temp02_top_p08,0.2,120,0.8,"No. The policy states that Annual Leave should be requested at least 5 working days before the intended start date wherever possible, so a",0.9599,False,False,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,Your yearly allowance for the regular Annual Leave bucket is 20 days per calendar year.,0.4773,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,The annual quota for Casual Leave is 5 days per calendar year.,1.6416,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"No, you do not become eligible for Annual Leave immediately. New employees must complete 90 days of employment (their probation period) before they can apply for Annual Leave.",1.3724,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"Yes, you can carry forward up to 5 unused Annual Leave days into the next calendar year. Any balance beyond 5 days is forfeited, and the carried-forward days must be used by March 31 of the following year.",2.8267,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"No, that is incorrect. New employees become eligible to apply for Annual Leave only after completing 90 days of employment (their probation period).",1.377,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"The premise that Sick Leave is not available during probation is incorrect. According to the policy, Sick Leave is available from an employee's first working day.",4.2882,False,True,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"The premise that Annual Leave can be carried forward without a cap is incorrect; only up to 5 unused days may be carried forward, with any excess forfeited. To use these carried-forward days, you must take them within the first 3 months of the following year, specifically by March 31, after which they are forfeited.",3.8981,False,True,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,The supplied policy context does not provide information regarding maternity leave entitlements.,0.7298,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,The provided policy context does not contain information regarding whether employees are allowed to work from home while on Sick Leave.,1.5362,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"No, you cannot take 3 consecutive Casual Leave days without manager approval. The policy states that Casual Leave cannot be taken for more than 2 consecutive working days at a time without advance manager approval.",0.8577,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"You are not yet eligible for Annual Leave, as new employees must complete 90 days of employment to become eligible. Since you have only been employed for 45 days, you cannot take Annual Leave at this time.",1.7841,True,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,qwen/qwen3.8-27b,temp02_top_p08,0.2,120,0.8,"No, that is incorrect. The policy states that Annual Leave should be requested at least 5 working days before the intended start date, not 2.",2.0023,False,False,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
